City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,hasaki,35.7333,140.8333,16.22,53,99,4.34,JP,1696279483
365,kuusamo,65.9667,29.1833,6.02,87,100,4.63,FI,1696279560
366,sampit,-2.5333,112.95,22.02,95,80,0.26,ID,1696279561
367,quepos,9.4236,-84.1652,28.68,75,67,2.77,CR,1696279561
368,nagqu,31.5,92.0,2.92,88,100,1.82,CN,1696279561
369,saint-philippe,-21.3585,55.7679,21.77,83,45,2.27,RE,1696279561
370,ha'il,27.5219,41.6907,30.01,23,20,4.12,SA,1696279561
371,boa vista,2.8197,-60.6733,36.99,32,20,2.57,BR,1696279561
372,ujae,8.9322,165.7642,28.48,78,43,2.88,MH,1696279562
373,vadso,70.0744,29.7487,2.49,87,75,1.54,NO,1696279562
374,i-n-salah,27.1935,2.4607,30.22,27,0,9.31,DZ,1696279562
375,karaton,-6.3424,106.1045,21.8,86,62,0.83,ID,1696279562
376,port saint john's,-31.6229,29.5448,17.77,77,0,6.2,ZA,1696279522
377,bracebridge,45.0334,-79.3163,24.93,60,100,2.57,CA,1696279268
378,ondjiva,-17.0667,15.7333,32.02,13,59,4.63,AO,1696279563
379,santa ana,33.7456,-117.8678,26.07,56,20,5.14,US,1696279277
380,vigan,17.5747,120.3869,26.12,85,100,2.47,PH,1696279563
381,howrah,22.5892,88.3103,26.0,94,75,3.09,IN,1696279563
382,turpan,42.9333,89.1667,21.8,29,34,1.15,CN,1696279563
383,mount pearl,47.5166,-52.7813,13.19,86,20,1.54,CA,1696279382
384,betio village,1.358,172.9211,28.86,74,11,3.11,KI,1696279564
385,kill devil hills,36.0307,-75.676,23.01,75,0,5.14,US,1696279564
386,mukalla,14.5425,49.1242,27.68,74,3,2.44,YE,1696279564
387,bakanas,44.8081,76.2772,15.95,53,100,3.58,KZ,1696279564
388,tomatlan,19.9333,-105.25,32.46,66,96,4.41,MX,1696279564
389,karratha,-20.7377,116.8463,23.7,34,70,3.3,AU,1696279564
390,general pico,-35.6566,-63.7568,26.34,23,76,7.24,AR,1696279565
391,nar'yan-mar,67.6713,53.087,3.95,78,58,9.39,RU,1696279565
392,san patricio,28.017,-97.5169,29.36,64,69,6.46,US,1696279565
393,kurakhovo,47.9852,37.2821,13.68,59,3,4.7,UA,1696279565
394,pingzhuang,42.0372,119.2889,14.6,47,100,2.68,CN,1696279565
395,bhimunipatnam,17.8833,83.4333,26.77,85,98,5.64,IN,1696279566
396,petropavlovsk-kamchatsky,53.0452,158.6483,8.03,88,100,6.71,RU,1696279566
397,jinchang,38.4953,102.1739,14.69,54,99,1.2,CN,1696279566
398,crucecita,-28.95,-58.9833,23.17,41,0,4.22,AR,1696279566
399,culebra,18.303,-65.301,32.3,86,69,2.68,PR,1696279566
400,rawlins,41.7911,-107.2387,8.94,81,100,7.72,US,1696279567
401,palikir - national government center,6.9248,158.1611,24.41,88,40,1.54,FM,1696279567
402,hassi messaoud,31.6804,6.0729,25.92,38,0,2.06,DZ,1696279567
403,harper,4.375,-7.7169,25.2,86,86,5.26,LR,1696279567
404,arar,30.9753,41.0381,26.01,27,0,2.57,SA,1696279567
405,sabha,27.0377,14.4283,27.34,28,50,7.7,LY,1696279568
406,imbituba,-28.24,-48.6703,16.16,65,35,4.43,BR,1696279568
407,kindu,-2.95,25.95,23.62,77,23,0.73,CD,1696279568
408,mili,6.0815,171.735,28.32,76,47,2.58,MH,1696279568
409,prince rupert,54.3161,-130.3201,13.05,88,75,2.57,CA,1696279408
410,gadzhiyevo,69.2551,33.3362,2.12,73,100,3.21,RU,1696279569
411,wewak,-3.5534,143.6268,25.32,89,97,2.76,PG,1696279569
412,bulgan,48.8125,103.5347,2.69,89,60,0.92,MN,1696279569
413,mata-utu,-13.2816,-176.1745,27.04,82,64,12.01,WF,1696279569
414,platteville,42.7342,-90.4785,30.14,32,0,4.12,US,1696279424
415,nong bua lamphu,17.2041,102.4407,23.62,94,97,0.71,TH,1696279569
416,mcminnville,45.2101,-123.1987,15.3,84,100,0.89,US,1696279569
417,yaring,6.8662,101.3689,25.66,87,100,1.68,TH,1696279570
418,tanggu,39.0211,117.6469,16.98,50,29,3.18,CN,1696279570
419,emerald,-23.5333,148.1667,18.32,85,7,5.59,AU,1696279302
420,new norfolk,-42.7826,147.0587,13.73,84,100,1.9,AU,1696279524
421,piti village,13.4626,144.6933,27.03,90,0,2.06,GU,1696279570
422,kavieng,-2.5744,150.7967,27.66,79,100,2.15,PG,1696279571
423,bran,45.5167,25.35,6.88,73,14,1.2,RO,1696279571
424,ponta delgada,37.7333,-25.6667,20.4,73,20,5.66,PT,1696279571
425,kathu,7.9178,98.3332,25.9,87,100,3.52,TH,1696279571
426,gweru,-19.45,29.8167,12.85,81,18,5.0,ZW,1696279575
427,hofu,34.05,131.5667,17.73,57,100,2.01,JP,1696279575
428,manokwari,-0.8667,134.0833,25.52,82,100,1.31,ID,1696279576
429,tazovsky,67.4667,78.7,7.78,96,100,7.12,RU,1696279576
430,pirallahi,40.4723,50.333,20.08,68,31,2.03,AZ,1696279576
431,arawa,-6.2132,155.5367,26.77,83,55,1.21,PG,1696279576
432,smirnykh,49.75,142.8333,10.5,94,100,3.13,RU,1696279576
433,santiago de cao,-7.9589,-79.2392,21.07,78,40,5.66,PE,1696279576
434,dwarka,22.2394,68.9678,26.62,76,0,4.04,IN,1696279577
435,nasir,15.5894,32.5634,36.48,22,16,2.94,SD,1696279577
436,barcelos,41.5388,-8.6151,21.58,90,75,0.7,PT,1696279483
437,arraial do cabo,-22.9661,-42.0278,21.98,88,75,2.06,BR,1696279577
438,inhambane,-23.865,35.3833,20.52,57,58,4.19,MZ,1696279577
439,sur,22.5667,59.5289,29.77,54,31,3.53,OM,1696279578
440,wladyslawowo,54.7909,18.4009,18.6,84,100,4.26,PL,1696279464
441,hirara,24.8,125.2833,28.15,94,100,8.23,JP,1696279578
442,nizhnesortymskiy,62.4397,71.7603,9.72,87,91,7.67,RU,1696279578
443,tchintabaraden,15.8969,5.7985,31.24,34,84,7.34,NE,1696279578
444,severnoye,56.3491,78.3619,5.55,86,8,2.68,RU,1696279579
445,manaure,11.7751,-72.4445,30.28,73,85,7.33,CO,1696279579
446,polatli,39.5772,32.1413,14.52,64,73,4.27,TR,1696279579
447,tvoroyri,61.5556,-6.8111,9.98,91,62,11.29,FO,1696279579
448,guarapari,-20.6667,-40.4975,24.38,93,89,0.9,BR,1696279579
449,nyurba,63.2842,118.3319,-1.09,75,93,2.24,RU,1696279515
450,san andres,12.5847,-81.7006,32.01,66,20,3.6,CO,1696279580
451,voinjama,8.4219,-9.7478,21.12,98,73,0.02,LR,1696279580
452,antofagasta,-23.65,-70.4,16.6,77,46,4.85,CL,1696279580
453,lampang,18.3333,99.5,25.71,86,39,0.45,TH,1696279580
454,salamanca,40.8333,-6.0,22.57,40,13,2.26,ES,1696279580
455,bonthe,7.5264,-12.505,26.34,86,49,2.74,SL,1696279581
456,zhigalovo,54.8097,105.1578,1.71,56,100,1.34,RU,1696279581
457,kosice,48.6667,21.3333,16.19,82,0,0.51,SK,1696279581
458,callao,-12.0667,-77.15,21.16,73,40,6.17,PE,1696279545
459,batie,9.8833,-2.9167,25.44,82,99,0.8,BF,1696279582
460,gus'-khrustal'nyy,55.6111,40.6519,11.53,93,20,1.99,RU,1696279582
461,namtsy,62.7161,129.6658,7.25,84,100,1.0,RU,1696279582
462,bayan,46.0833,127.4,8.61,74,79,2.68,CN,1696279582
463,axim,4.8699,-2.2405,25.25,90,66,4.08,GH,1696279582
464,perevolotskiy,51.8763,54.1938,14.73,51,100,2.23,RU,1696279582
465,buchanan,5.8808,-10.0467,25.16,90,48,3.72,LR,1696279583
466,hermanus,-34.4187,19.2345,15.45,80,0,1.16,ZA,1696279583
467,polovinnoye,54.7914,65.9864,9.78,65,100,3.78,RU,1696279583
468,nikolayevsk-on-amure,53.1406,140.73,8.15,98,100,2.0,RU,1696279583
469,west end,26.6833,-78.9667,29.99,70,27,10.28,BS,1696279583
470,imperatriz,-5.5264,-47.4917,38.03,34,40,2.57,BR,1696279556
471,sao felix do xingu,-6.6447,-51.995,35.61,22,75,1.35,BR,1696279551
472,labytnangi,66.6572,66.4183,5.4,81,98,8.42,RU,1696279531
473,happy valley-goose bay,53.3168,-60.3315,12.17,43,75,7.2,CA,1696279509
474,minas de marcona,-15.2119,-75.1103,18.02,66,35,7.43,PE,1696279584
475,port alfred,-33.5906,26.891,16.21,91,0,5.0,ZA,1696279584
476,hadibu,12.65,54.0333,26.84,83,6,1.48,YE,1696279587
477,frome,51.2283,-2.3221,17.77,95,100,0.45,GB,1696279588
478,pimenta bueno,-11.6725,-61.1936,38.63,23,100,2.4,BR,1696279592
479,salekhard,66.53,66.6019,5.34,81,99,10.24,RU,1696279593
480,murzuq,25.9155,13.9184,28.16,34,81,6.06,LY,1696279537
481,cabo san lucas,22.8909,-109.9124,35.34,58,0,8.23,MX,1696278931
482,naze,28.3667,129.4833,25.51,83,95,9.11,JP,1696279594
483,bouillante,16.1304,-61.7692,27.57,76,100,4.6,GP,1696279594
484,juba,4.8517,31.5825,22.65,78,100,0.65,SS,1696279599
485,ajka,47.102,17.5589,16.47,68,13,2.46,HU,1696279602
486,nuku'alofa,-21.1333,-175.2,21.19,68,75,7.2,TO,1696279602
487,kalmunai,7.4167,81.8167,25.25,86,98,5.96,LK,1696279602
488,fisterra,42.9049,-9.2629,20.57,93,100,4.38,ES,1696279602
489,dikwa,12.024,13.9165,28.29,43,67,3.28,NG,1696279603
490,galesong,-5.3166,119.3661,23.01,78,38,2.95,ID,1696279603
491,conduaga,8.862,117.4893,26.48,86,85,2.81,PH,1696279603
492,lercara friddi,37.7469,13.6049,18.87,83,0,1.23,IT,1696279528
493,poronaysk,49.2167,143.1167,10.72,90,100,8.94,RU,1696279491
494,morwa,22.9,73.8333,22.53,70,13,2.75,IN,1696279613
495,tsetserleg,47.475,101.4542,1.48,91,47,1.75,MN,1696279613
496,pacific grove,36.6177,-121.9166,22.44,76,0,2.68,US,1696279522
497,laveno,45.9128,8.6186,21.22,84,21,1.94,IT,1696279614
498,malanje,-9.5402,16.341,21.51,76,79,2.39,AO,1696279614
499,new plymouth,-39.0667,174.0833,6.84,83,100,6.74,NZ,1696279614
500,orda,57.1951,56.9091,11.81,86,100,2.77,RU,1696279615
501,nanao,37.05,136.9667,15.15,67,15,2.27,JP,1696279615
502,alaghsas,17.0187,8.0168,29.83,34,55,6.56,NE,1696279615
503,mitu,1.1983,-70.1733,30.46,61,94,1.6,CO,1696279615
504,shiqiao,22.9374,113.3606,28.33,86,100,1.89,CN,1696279615
505,kidal,18.4411,1.4078,34.5,20,30,4.28,ML,1696279615
506,hun,29.1268,15.9477,22.98,51,31,5.76,LY,1696279616
507,mil'kovo,55.6078,37.7956,11.27,72,87,3.05,RU,1696279616
508,stanovoye,52.7638,38.3582,13.21,49,96,4.39,RU,1696279616
509,astrakhan,46.3497,48.0408,18.83,90,0,3.13,RU,1696279616
510,muravlenko,63.7898,74.523,9.42,89,95,8.72,RU,1696279616
511,hunedoara,45.75,22.9,11.67,60,49,1.29,RO,1696279617
512,quatre cocos,-20.2078,57.7625,22.83,81,2,1.44,MU,1696279617
513,izazi,-7.2,35.7333,24.0,40,8,1.44,TZ,1696279617
514,juan jose rios,25.75,-108.8333,32.97,39,97,6.36,MX,1696279617
515,aitape,-3.1374,142.3475,25.14,88,100,2.4,PG,1696279617
516,al jahra',29.3375,47.6581,34.79,21,9,2.71,KW,1696279617
517,kalaleh,37.3807,55.4916,22.14,27,82,1.09,IR,1696279618
518,luwuk,-0.9516,122.7875,23.35,82,82,1.48,ID,1696279618
519,buritizeiro,-17.3511,-44.9622,24.65,73,100,0.99,BR,1696279559
520,weifang,36.71,119.1019,19.13,52,100,1.86,CN,1696279618
521,yuvacik,40.6881,29.9674,12.34,100,75,0.0,TR,1696279618
522,jati,24.3539,68.2671,26.32,75,75,3.97,PK,1696279619
523,sake,-1.5736,29.045,20.34,88,28,0.08,CD,1696279619
524,sao jose da tapera,-9.5583,-37.3811,27.25,53,0,7.83,BR,1696279619
525,lospalos,-8.5186,127.0025,20.84,95,36,0.59,TL,1696279619
526,gwadar,25.1216,62.3254,28.14,63,0,3.77,PK,1696279620
527,afif,23.9065,42.9172,26.61,16,0,3.97,SA,1696279620
528,tbeng meanchey,13.8167,104.9667,24.07,99,100,0.52,KH,1696279620
529,zharkent,44.1628,80.0,15.82,37,100,1.92,KZ,1696279620
530,georgetown,5.4112,100.3354,26.96,92,20,1.54,MY,1696279620
531,gobabis,-22.45,18.9667,23.73,21,74,5.79,NA,1696279620
532,novyy urgal,51.0736,132.5642,5.55,91,76,0.41,RU,1696279621
533,sao joao da barra,-21.6403,-41.0511,24.05,93,89,3.4,BR,1696279562
534,guilin,25.2819,110.2864,24.06,94,71,1.36,CN,1696279621
535,stung treng,13.5259,105.9683,24.15,99,100,0.98,KH,1696279621
536,ierapetra,35.01,25.7353,23.97,57,8,7.6,GR,1696279621
537,ermelo,-26.5333,29.9833,11.82,68,0,1.81,ZA,1696279622
538,las heras,-46.5419,-68.9359,12.51,31,9,4.7,AR,1696279622
539,dadukou,26.5479,101.7054,22.25,83,61,0.98,CN,1696279622
540,bom jesus,-9.0744,-44.3586,34.59,18,48,1.51,BR,1696279622
541,boguchany,58.3814,97.4531,-0.64,98,93,1.79,RU,1696279622
542,shangmei,27.7428,111.2956,19.83,91,100,1.72,CN,1696279623
543,guaruja,-23.9931,-46.2564,21.05,26,100,1.03,BR,1696279513
544,carutapera,-1.195,-46.02,27.08,79,19,4.85,BR,1696279623
545,bikenibeu village,1.3673,173.1241,28.78,75,10,3.7,KI,1696279623
546,west bay,19.3667,-81.4167,33.04,73,40,4.12,KY,1696279623
547,chania,35.5122,24.0156,21.78,73,20,4.63,GR,1696279405
548,malabar,-33.9667,151.25,21.53,79,0,4.63,AU,1696279624
549,ust'-ilimsk,58.0006,102.6619,-0.99,94,89,3.13,RU,1696279624
550,smithers,54.7804,-127.1743,10.18,87,75,2.57,CA,1696279624
551,kuala belait,4.5833,114.1833,25.09,91,89,1.84,BN,1696279624
552,xiaolingwei,32.0333,118.85,17.99,88,100,4.01,CN,1696279624
553,zouerate,22.7187,-12.4521,33.22,11,43,2.26,MR,1696279625
554,maumere,-8.6199,122.2111,24.68,82,23,1.06,ID,1696279625
555,ilha de mocambique,-15.0342,40.7358,25.52,80,0,6.81,MZ,1696279523
556,flin flon,54.7682,-101.865,7.91,81,100,2.57,CA,1696279625
557,nuuk,64.1835,-51.7216,4.34,65,75,0.0,GL,1696279481
558,cajamarca,-7.1638,-78.5003,20.04,56,75,3.09,PE,1696279625
559,tondon,10.3667,-13.35,24.89,95,100,0.8,GN,1696279626
